name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,lat,long,place_name
USC00260955,26.9,34.5,43.8,50.6,60,69.3,75.9,73.6,64.8,52.6,38.8,28.6,38.5208,-115.5444,NV BLUE EGLE CURRANT12SSW
USC00261071,47.6,51.2,58.2,65.2,75.2,84.3,89.9,88.1,81,69,55.9,46.7,35.98,-114.8464,NV BOULDER CITY
USC00261327,44.4,48.8,55.2,62.7,73.1,81.5,87.9,86,77.9,65.7,52.5,43.5,36.7736,-114.1256,NV BUNKERVILLE
USC00261358,33.5,38.5,45.1,52,61.2,70,77.1,75.1,66.2,54.4,42.4,33.3,37.6128,-114.5264,NV CALIENTE
USC00261371,50.9,54.1,61.4,69,79.3,87.9,94.2,92.2,85,72.1,59,49.9,36.1414,-114.7275,NV CALLVILLE BAY
USC00261415,27.2,29.1,36.1,43.1,51.5,61.9,72.4,71.1,60.6,48.4,35.5,27.5,40.915,-116.3175,NV CARLIN NEWMONT MINE
USC00261485,33.5,37.6,43.3,48.3,56.1,64.1,70.9,69.3,61.9,51.2,40.7,33.4,39.1253,-119.7678,NV CARSON CITY
USC00261590,30,35.5,42.6,48.9,57.9,66.5,73.6,71.7,62.1,51.8,39.8,30.5,37.8044,-114.4069,NV CATHEDRAL GORGE SP
USC00261660,20.3,23.1,31,39.6,46.7,53.9,60.9,59.4,50.4,41.1,30.4,20.7,41.6814,-115.5289,NV CHARLESTON - JARBIDGE 17SSW
USC00261684,28,31.7,39.5,46.1,55.3,64.8,72.7,71.3,61.6,49,37.7,28.2,39.9006,-114.8861,NV CHERRY CREEK
USC00261740,25.3,29.8,37.7,43.8,51.9,59.9,68.2,66.6,58.2,47.3,35.1,26.3,40.8797,-114.9697,NV CLOVER VALLEY
USC00261905,27.3,30.5,37.7,43.4,51.8,60.2,68.8,68.1,57.5,45.9,34.9,26.9,41.7706,-114.7528,NV CONTACT
USC00262119,28.8,29.9,33.9,38.5,45.8,54.5,61.7,60.6,54.7,45.7,35.2,28.8,38.9783,-119.8914,NV DAGGET PASS
USC00262189,21.4,25.7,35.8,43.1,51.3,59,65.6,63.6,54.8,43.5,32.1,22.6,41.0661,-115.2711,NV DEETH
USC00262229,31.3,34.9,41.7,47.1,55.2,63.7,72.2,70.6,61.1,50.1,38.1,30.5,41.9892,-118.6339,NV DENIO
USC00262243,44.9,48.5,54.8,61.8,71.2,79.9,86,84.2,76.2,63.9,52,44.1,36.4381,-115.36,NV DESERT NWR
USC00262296,23.9,28.7,36.9,43.3,51.2,59.5,67.1,65.8,56.8,46,34,25,39.7086,-116.0494,NV DIAMOND VALLEY - EUREKA 14N
USC00262390,27.4,33.5,40.6,47.1,55.6,65.1,72.2,70.2,61.5,49.4,36.9,29.2,38.8522,-115.6361,NV DUCKWATER
USC00262394,29.9,33.4,39.8,45.5,53.5,61.5,70,67.3,57.6,47.3,36,28.7,41.8678,-119.0147,NV DUFURRENA - DENIO 22WSW
USC00262431,31,36.8,43.4,50,58.7,67.9,73.8,71.6,63.2,52.1,39.8,30.7,37.615,-118.0106,NV DYER
USC00262497,48.3,53,59.6,68,78.2,88.1,94.6,92.7,84.2,70.9,56.3,47.3,36.3092,-114.4256,NV ECHO BAY
USC00262557,41.4,44.8,50.2,56.5,65.4,73.9,80.6,79,71.5,60.3,48.8,40.9,37.3475,-114.5411,NV ELGIN
USC00262570,24.3,29.1,37.8,44.5,53,62.2,71.1,69.1,59.1,46.9,34.8,25.7,40.8603,-115.7425,NV ELKO NWS OFFICE
USC00262656,28.7,32,38.4,44.6,53.1,62.3,72.7,71.5,62.2,50.1,36.9,29.1,40.6497,-116.3022,NV EMIGRANT PASS HWY STN
USC00262708,27.1,29.5,35.9,42.3,51.1,60.5,69.1,67.7,58.8,47.4,35.2,27.2,39.5169,-115.9622,NV EUREKA
USC00262780,33.1,38.8,45.3,51,59.1,67.3,74.5,72.2,63.4,52.4,41,32.9,39.4572,-118.7811,NV FALLON EXP STN
USC00263090,32.8,37.9,45.5,51.2,60.2,68.7,76.8,74.8,65.7,53.8,40.9,31.8,40.655,-119.3514,NV GERLACH
USC00263114,23.7,26.4,35.3,42.2,50.3,58.6,67.1,65.5,57.2,46,33.2,24.4,41.5697,-115.2111,NV GIBBS RCH JARBIDGE24SE
USC00263205,33.5,34.1,37.7,41.7,49.3,56.9,63.5,63.9,58.2,49.3,39.5,33.5,39.0753,-119.9411,NV GLENBROOK
USC00263245,29.3,33.8,40.8,46.5,55.1,64.5,72.7,70.6,60.8,48.8,37.1,28.7,40.9567,-117.4922,NV GOLCONDA
USC00263285,32.3,36.1,42.8,48.9,58.2,67.1,75.1,73.5,64.7,53.1,40.8,32,37.7081,-117.2331,NV GOLDFIELD
USC00263316,43,46.8,53.2,59.7,70.9,79.8,85.8,83.6,75.8,63,50.9,42.1,35.8386,-115.4278,NV GOODSPRINGS
USC00263340,29.1,30.3,36.9,43.7,53.1,62.8,71.4,69.2,59.9,47.9,36.2,28.4,39.0056,-114.2206,NV GREAT BASIN NP
USC00263512,36.2,41.1,47.6,53.1,62.2,71.1,78.2,76.7,68,56.2,43.6,36,38.5167,-118.6294,NV HAWTHORNE
USC00263671,38.7,42.7,48.4,55,63.8,72,78.7,77,69.4,58.4,45.9,37.7,37.5581,-115.2236,NV HIKO
USC00263957,30.6,35.9,42.7,48.5,57.2,66.4,74.8,72.1,62.5,50.4,38.1,30,40.6564,-118.1631,NV IMLAY
USC00263964,28.1,29.4,36,43,50.9,60.4,68.8,67.1,58.9,47.4,36.4,28.5,39.1039,-116.2036,NV INDIAN CK DUCKWTR29WNW
USC00264016,24.4,27.1,34.8,41.1,49.5,58.1,67,65.2,55.5,43.7,32.3,24.4,41.9828,-114.6586,NV JACKPOT
USC00264039,27.5,29.1,35.5,40.6,49.3,57,65.6,65.1,55.8,44.6,34.3,27.1,41.9797,-115.4328,NV JARBIDGE 7 N
USC00264095,24.6,28,35.8,41.9,50,58.5,66.7,65.1,56.3,45.3,33.9,25.4,40.345,-115.6206,NV JIGGS 8SSE
USC00264236,28.2,33.8,41.7,47.6,56.2,63.9,71.9,70.2,61.2,50,37,28.1,41.7436,-118.2258,NV KINGS RIVER VALLEY
USC00264253,30.9,34.7,40.8,47,56.1,65.7,73.5,72,63.3,53.5,41.3,31.5,39.2036,-117.0892,NV KINGSTON
USC00264341,26.5,30.1,38.1,44.6,53.3,62.5,71,69.5,59.2,47.3,35.5,26.9,40.0633,-114.6147,NV LAGES
USC00264349,33.9,39.4,46.7,53,62.1,71.3,79.6,77.9,68.5,56.3,43,33.9,39.4689,-119.0644,NV LAHONTAN DAM
USC00264384,30.5,32.6,39,45.3,54.4,64.3,71.5,69.5,61.1,49.2,38,30.4,38.3167,-114.65,NV LAKE VALLEY STEWARD
USC00264391,23.2,25.9,34.3,40.8,48.8,56.9,64.7,62.4,53.7,43.3,32.1,24.4,40.7442,-115.4855,NV LAMOILLE 2N
USC00264394,25.7,28.3,36.4,42.3,50.3,58.7,67.3,66.2,57.1,45.7,34.2,25.7,40.7178,-115.5231,NV LAMOILLE YOST
USC00264439,46.6,50.7,57.7,64.6,75.2,85.1,90.8,88.9,80.4,67.5,54.4,46.1,36.0469,-115.1847,NV LAS VEGAS WFO
USC00264480,53.9,57.6,63.4,71,80.6,89.4,95.3,93.8,86.9,74.2,61.8,53.2,35.1692,-114.5806,NV LAUGHLIN
USC00264491,25.3,29.6,37.2,43.4,51.8,60.6,68.5,66.5,57.7,46.2,34.5,26.8,40.5592,-115.6056,NV LEE
USC00264527,30.7,35.9,43,48.9,57.3,65.6,73.8,71.6,63.1,51.5,39.1,30.4,41.5167,-118.7192,NV LEONARD CREEK RCH
USC00264698,30.6,36.9,43.6,49.8,58.4,66.8,73.9,71.7,63.1,51.4,38.6,30.5,40.1906,-118.4767,NV LOVELOCK
USC00264745,27.3,30.9,37.8,43.8,52.2,60.8,68,66.3,58.1,47.3,35.4,27.1,38.8678,-115.0164,NV LUND
USC00264935,27.6,32.1,39,44.4,52.9,60.8,69.1,66.9,57.5,45.6,35,27.1,41.9953,-117.72,NV MCDERMITT
USC00264950,28.8,31.4,38.6,44.6,53.1,63,70.9,69.6,60,48.6,36.9,28.7,39.4136,-114.7733,NV MCGILL
USC00265087,47.2,51.9,59,66.1,76.6,86.2,92.6,90.4,82.2,69.4,56.1,46,36.8239,-114.0525,NV MESQUITE 2NE
USC00265092,28.2,31.3,38.8,45.9,54,62.8,72,70.9,61.7,50,36.3,28.8,41.2833,-115.0167,NV METROPOLIS
USC00265132,30.7,35.4,41,45.8,54.1,62.3,70.2,68.6,59.8,48.6,37.7,29.7,39.2931,-118.0197,NV MIDDLEGATE-CLIFFORD
USC00265168,35.2,40,46.4,52.5,61.7,71.7,79.3,77,67.8,55.3,43.4,34.3,38.3844,-118.1056,NV MINA
USC00265191,32.2,36.5,42.3,47.1,55.1,62.8,69.6,68,60.9,50.4,39.7,32.4,38.9547,-119.7758,NV MINDEN
USC00265352,23.2,27.8,37.6,43.9,52.9,62.3,70.6,68.4,57.9,45.6,32.8,23.4,41.2783,-114.1708,NV MONTELLO 2NE
USC00265371,25.8,27.9,35,41,49.4,59,66.9,65.6,56.6,45.6,34.1,24.9,39.3572,-115.3303,NV MOORMAN RANCH - RUTH 16WNW
USC00265392,24.5,26.6,34.1,40.2,47.6,55.2,62.3,61.5,52.8,42.8,32.2,24.2,41.8375,-115.9653,NV MTN CITY RS
USC00265400,31.8,32.2,36.1,42.4,50.7,58.9,64.8,64.2,57.2,47.5,38.8,32.5,36.26,-115.645,NV MT. CHARLESTON F.S.
USC00265705,48.6,52.1,59.7,66.3,76.6,85.2,91.4,89.7,81.7,69.5,56.3,47.2,36.2347,-115.1164,NV NORTH LAS VEGAS
USC00265722,22.7,26.8,34.8,41,50.1,59.5,67.9,65.3,55.9,44.8,32.4,23.1,41.0333,-114.4714,NV OASIS
USC00265818,29.5,34.4,40.7,46.5,54.6,63,70.9,68.9,59.8,48.3,36.9,29.3,41.5678,-117.8386,NV OROVADA 3 W
USC00265846,48.7,53.3,60,67.6,77.5,86.1,92.4,90.9,82.3,69.7,55.8,47.6,36.5508,-114.4581,NV OVERTON
USC00265880,40.1,44.2,50.3,57.3,66.3,76,82.1,80.5,72.4,60.3,47.9,39,37.2689,-115.1217,NV PAHRANAGAT WR
USC00265890,44.1,48,54.2,60.7,70,78.7,85.3,83.4,75.8,63.8,51.8,43,36.2614,-116.0561,NV PAHRUMP
USC00266005,29.5,33.7,40.8,46.2,54.3,62.1,69.7,68.6,59.9,49.3,37.3,29.1,41.5022,-117.5478,NV PARADISE VALLEY 1 NW
USC00266055,30.3,36.9,44.2,49.7,57.5,67.3,75.7,75.1,65.4,53.4,40.4,31.3,40.2167,-117.6833,NV PARIS RCH
USC00266130,28.4,35.1,42.2,48.3,56.8,65.7,71.3,69.6,61.9,50.9,38.7,29.5,37.6486,-115.8008,NV PENOYER VALLEY
USC00266242,24.7,28.2,37.4,41.7,50.7,58.5,66.1,63.9,55.1,44,32.9,24.6,40.4292,-116.1197,NV PINE VALLEY CARLIN 20S
USC00266252,33.2,35.3,41.4,47.6,57.4,66.3,74.2,72.2,64.3,52.6,41.3,33,37.9344,-114.45,NV PIOCHE
USC00266514,30.2,36.1,42.5,49.6,58.2,68.3,74.5,73,64.3,52.2,40,30.4,37.6467,-115.7461,NV RACHEL
USC00266691,41.4,44.6,50.9,57.6,67.4,77.2,83.6,81.6,73.2,61.1,48.6,40.6,36.0686,-115.4603,NV RD ROCK SPG MT RCH SP
USC00266746,26.2,29.2,34.8,40,47.6,55.7,63,61.1,53,42.9,33,25.8,39.0633,-117.4131,NV REESE RIVER IONE 13NE
USC00266791,34.3,38,44,49.2,57.7,66.7,76.1,73.6,64.9,53.5,42.2,34.3,39.5683,-119.7956,NV RENO WFO
USC00267123,25.2,28.3,36.1,42.9,52.3,61.3,69.4,67.2,57.9,46.1,34.6,25.9,40.2022,-115.493,NV RUBY LAKE NWR
USC00267175,22.4,26.2,33.5,39.4,48.3,57.5,65.3,63.6,54.2,43.1,31.3,22.7,39.2764,-114.9911,NV RUTH
USC00267188,23.2,27.7,36.2,43.2,51.9,59.9,68.4,66.9,56.6,44.9,33.2,25,40.9583,-115.6111,NV RYNDON
USC00267192,30.1,36,42.6,48.4,56.9,65.5,73.2,70.9,62,50.5,39.1,30.3,40.4661,-118.3047,NV RYE PATCH DAM
USC00267369,44.9,47.9,53.2,60.1,69.6,78.8,84.3,82.8,76.1,64.8,52.6,43.9,35.4661,-114.9217,NV SEARCHLIGHT
USC00267450,28.8,32.4,39.3,45.8,54,62.8,70.2,67.8,59.5,48.7,37,28.3,38.9161,-114.4022,NV SHOSHONE 5N
USC00267463,32.7,39.1,47.1,53.9,64.1,73.4,79.9,77.3,68.1,55.2,41.5,31.7,37.7617,-117.5658,NV SILVERPEAK
USC00267612,30.9,35.8,42.3,47.6,56,64.4,71.8,70,61.4,50.3,38.6,30.8,38.8822,-119.3511,NV SMITH 6 N
USC00267618,31.5,36,43.3,48.9,58,66.9,75.1,72.1,64.2,51.6,38.4,30.7,40.6044,-119.7475,NV SMOKE CREEK ESPIL
USC00267620,28.9,34.1,40.7,47.2,56,65.4,72.6,70.6,62.3,50.3,38,28.6,38.7839,-117.1739,NV SMOKEY VALLEY - CARVERS
USC00267640,27.7,30.1,36.4,42.3,50,57.9,65.3,63.6,56.1,46.7,35.2,28.3,39.0403,-116.1989,NV SNOWBALL RCH
USC00267690,23.7,27.8,37.4,43.1,52.4,60.4,68.7,67,57.4,46,34.3,26.2,40.6764,-115.745,NV SOUTH FORK STATE RECREATION
USC00267697,34.8,39.1,44.9,49.9,57.8,65.6,72.4,70.6,63.2,53.2,41.9,34.8,39.5558,-119.7333,NV SPARKS
USC00267750,25.8,30.3,36.9,42.5,50.3,58.3,65.5,63.2,55.3,44.2,33.9,25.6,38.0406,-114.18,NV SPRING VALLEY SP
USC00267806,32.9,33.9,38,41.9,49.6,57.4,63.7,63.3,57.2,48,39.2,32.7,38.9667,-119.95,NV STATELINE-HARRAH'S
USC00267820,32.4,36.1,41.9,47.1,55.6,64,71.5,69.9,62.3,51,39.8,32.8,39.6253,-119.8836,NV STEAD
USC00267908,29.9,34.1,40.9,47.4,56.2,65.6,72.4,69.8,61.1,49.7,38.1,29.5,38.4231,-115.0225,NV SUNNYSIDE - LUND 31S
USC00267953,36,39.3,45,50.5,59,67.9,75.9,74.8,66.6,55.7,44.4,36.8,39.9508,-119.5986,NV SUTCLIFFE
USC00268186,33.1,36.7,42.7,47.9,56.7,65.1,72.2,71.2,62.5,51.6,40.6,32.7,38.4136,-119.32,NV TOPAZ LAKE
USC00268202,34.1,37,43,47.9,56.4,65.1,72.7,71.8,63.4,52.3,40.9,33.6,38.7456,-119.51,NV TOPAZ LAKE 4 N
USC00268346,27.5,29.1,35.8,42,49.8,58.5,67.8,67.1,58.1,47.2,35,27.6,41.3144,-116.2225,NV TUSCARORA
USC00268443,26.2,34,42.6,48.3,57.9,66.4,73.2,70.6,61,49.7,37,27.7,38.2033,-116.1758,NV TWIN SPRING FALLINI
USC00268588,48.4,52.6,59.4,67.2,77.3,87.1,93.1,91.1,83.4,70.3,56.9,47.6,36.4297,-114.5131,NV VALLEY OF FIRE SP
USC00268761,33.3,35,40.6,45.5,54.2,63.2,71.9,70.7,62.6,51.4,39.8,32.7,39.3128,-119.6483,NV VIRGINIA CITY
USC00268822,31.1,36.1,43,48.9,57.3,65.8,72.6,70.5,61.6,50.2,38.7,30.4,39.0747,-119.1189,NV WABUSKA 6 SE
USC00268838,32.3,37.9,43.9,50,58.3,66.7,74.6,72,63.1,51.8,40,32.2,39.6914,-119.29,NV WADSWORTH 4 N
USC00268988,23.7,27.2,36.3,42.6,50.9,59.7,67.8,66,56.7,44.8,32.9,23.9,41.1006,-114.9736,NV WELLS
USC00269072,16,18.8,28.3,36.4,44.7,52.8,60.7,59.1,50.2,39.5,28.6,17.8,41.6358,-115.8008,NV WILD HORSE RSVR
USC00269168,29.9,34.8,40.7,47,55.7,64.7,73.2,70.7,60.4,49.6,37.7,29.7,40.9386,-117.7514,NV WINNEMUCCA 3SSW
USC00269229,33.7,38.8,45.7,51.5,60,68.3,75.2,73.6,65.5,54,41.5,33.4,38.9992,-119.1575,NV YERINGTON
USC00270681,16.4,19.3,28.5,41.6,53.2,61.9,66.2,64.5,56.7,45.1,34.8,22.7,44.0342,-71.9486,NH BENTON 5 SW
USC00270690,15.5,18.4,27.7,41.5,53.2,62.4,66.7,64.9,57,45.5,34.9,22.2,44.4486,-71.1842,NH BERLIN
USC00270706,15.1,17.7,27.8,41.1,53,61.9,66.2,64,56.3,44.5,34,21.3,44.3064,-71.6575,NH BETHLEHEM 2
USC00271647,11.7,14,24.6,39.2,51.1,60.3,64.9,62.9,55.3,43,31.9,19,44.8611,-71.54,NH COLEBROOK 3SW
USC00271950,22.4,25.4,33.7,45.4,56.7,64.8,68.7,67.5,59.6,49.3,38.9,27,43.0908,-71.8678,NH DEERING
USC00271968,8.8,11.5,21,33.6,48.3,57.1,61.3,59.3,52.4,40.2,29.5,16.4,44.9542,-71.3206,NH DIAMOND POND
USC00272174,23.6,27.2,35,46.4,56.3,65.8,70.9,69.3,61.5,49.9,40.1,29.2,43.1433,-70.95,NH DURHAM
USC00272302,22.3,24.9,34,45.6,56.3,65.7,70.6,69.1,60.5,48.5,39.5,28.6,42.8267,-71.6261,NH EAST MILFORD
USC00272800,21.6,24.4,33.5,45,55.8,65.1,70.2,68.2,60.5,48.2,38.5,27.7,43.0303,-71.0839,NH EPPING
USC00272999,8.9,11.8,21.3,36.4,49,58.5,63.2,61.3,53.6,41.7,30.5,17.5,45.0875,-71.2872,NH FIRST CONNECTICUT LAKE
USC00273055,20.8,23.1,31.1,44.3,54.5,63.9,67.9,66.8,58.9,47.7,37.8,26.5,42.9847,-71.7964,NH FRANCESTOWN
USC00273182,18.3,22.4,31.9,43.7,55,64.3,69.1,67.8,58.9,47,37.2,25.3,43.4669,-71.6664,NH FRANKLIN FALLS DAM
USC00273530,16.1,18.5,28.1,41,52.5,61.8,66,64.3,56.7,44.2,34.9,22.7,43.5667,-71.95,NH GRAFTON
USC00273626,24.3,27.6,35.2,45.6,55.5,65,70.3,68.9,61.4,50,40.5,30.2,43.0167,-70.8333,NH GREENLAND
USC00273658,22.2,24.4,32.6,43.8,54.5,63.4,70.2,70.1,59.9,47.7,38.5,27.3,42.7828,-71.7986,NH GREENVILLE 1 NNE
USC00273850,18.9,23,32.2,45.3,56.5,65.4,70.2,68.6,60.6,47.7,37.2,25,43.7053,-72.2856,NH HANOVER
USC00274234,21.8,25,33.5,45.2,56,65.5,70.7,69.1,60.6,48.6,38.8,28,42.7831,-71.4147,NH HUDSON 1 SSE
USC00274399,20.1,23.5,32.1,44.8,55.8,64.9,69.5,68.1,60.2,47.9,37.5,26.3,42.9389,-72.3247,NH KEENE
USC00274480,20.2,23.5,32.3,44.8,56.3,65.8,71.1,69.8,61.8,49.6,38.8,27.4,43.5492,-71.4642,NH LAKEPORT 2
USC00274556,13.5,16.3,26.5,40.6,52.5,61.8,66.2,64.5,56.5,44.4,33.7,20.6,44.4911,-71.5725,NH LANCASTER
USC00275013,20.7,23.1,31.6,44.2,55.2,64.4,69,67.9,59.8,48.1,38,26.7,42.8942,-71.9842,NH EDWARD MACDOWELL LAKE
USC00275211,22.2,26.1,34.5,46.5,57.3,66.5,71.3,69.7,61.9,50.1,40.6,29.3,42.9892,-71.3933,NH MASSABESIC LAKE
USC00275412,22.8,25.8,33.9,45.9,56.2,65.3,70.3,68.3,60.1,48.1,38.8,28,42.8394,-71.6486,NH MILFORD
USC00275500,13.6,17.2,27.3,41.1,53.1,63,67.4,65.9,57.6,45.4,34.5,21.6,44.3167,-72,NH MONROE 5 NNE
USC00275629,20.7,23.7,31.6,43.8,55.4,64.3,68.7,67.2,59.3,47.7,37.3,26.2,43.3336,-72.0825,NH MT SUNAPEE
USC00275702,23.6,26.7,35.3,46.2,56.9,65.6,70.6,69.6,62,50,40.3,30,42.7667,-71.45,NH NASHUA
USC00275712,22.7,26.2,34.3,45.7,56.5,65.6,70.9,69.3,61.3,49.4,39.7,28.9,42.7914,-71.4736,NH NASHUA 2 NNW
USC00275780,18.8,22.4,30.6,43.7,55.4,64,69.1,67.4,59.7,47.1,37.6,26.2,43.4833,-71.1833,NH NEW DURHAM 3 NNW
USC00275868,17.3,19.8,28.9,41.3,52.9,62.2,66.6,65,56.8,44.9,35.4,23.8,43.3772,-72.1811,NH NEWPORT
USC00275995,17.7,21.2,30,42.3,53.8,63.3,68.1,66.3,57.8,45.6,35.6,24.3,44.0303,-71.1383,NH NORTH CONWAY
USC00276234,12.2,14.1,25.1,40.2,52.3,61.7,65.8,64,56.3,43.7,32.5,19.5,44.75,-71.6303,NH NORTH STRATFORD
USC00276818,15.3,17.9,25.8,38.7,50.4,59.2,63.9,62.3,55.2,43.8,33.4,21.7,44.2633,-71.255,NH PINKHAM NOTCH
USC00276945,16.8,20.4,29.3,42,52.8,61.8,66.7,65.1,56.8,45.1,35.1,23.5,43.7833,-71.65,NH PLYMOUTH
USC00277833,20.5,23.5,32.3,44.1,54.7,63.9,69,67,59.1,46.8,37.9,26.8,43.3553,-71.5006,NH SALISBURY
USC00278539,19.1,22.5,30.9,43.6,55.1,63.7,68.4,66.6,59,46.9,37.1,25.4,42.9967,-72.3128,NH SURRY MTN LAKE
USC00278612,17,20.2,29.8,41.5,52.6,61.5,66.5,64.3,55.9,44.4,35.6,23.8,43.9,-71.3,NH TAMWORTH 3
USC00278614,18.6,21.7,30,42.4,53.8,62.6,67.3,65.4,56.9,45.7,36.1,24.2,43.8583,-71.2597,NH TAMWORTH 4
USC00278858,20,23.2,31.9,45.2,56,64.8,69.5,67.8,59.8,47.7,37.4,26.1,43.0739,-72.4053,NH WALPOLE 3
USC00278972,20.8,23.7,32.2,43.8,54.9,63.6,68.5,66.7,58.9,47.2,37.8,26.4,43.0847,-71.7383,NH WEARE
USC00279278,23.8,27.4,34.4,45.7,55.7,65.6,70.8,69.2,61.3,49.5,39.8,29.2,42.9108,-71.2008,NH WEST HAMPSTEAD
USC00279966,13.8,16.8,26.2,38.9,50.7,59.8,64.3,62.5,54.7,43,32.7,20.1,44.5003,-71.3331,NH YORK POND
USC00280690,32,34.6,41.3,51.2,59.7,69.1,74,72,65.6,54.5,45.3,35.7,39.2483,-74.8431,NJ BELLEPLAIN STN FOREST
USC00280734,28.1,30.7,38.5,49.3,59.3,68.3,73.1,71.6,64.3,52.8,42.9,32.7,40.8292,-75.0836,NJ BELVIDERE BRG
USC00280907,28.2,30.7,38.7,50.3,60.3,69.3,73.9,72.3,64.5,52.9,43.2,33.2,40.8922,-74.4033,NJ BOONTON 1 SE
USC00280990,33.6,35.5,41.6,50.1,60.2,69.6,76.2,75.3,68.9,58.2,48.3,38.5,39.5656,-74.2453,NJ BRANT BEACH BECH HAVEN
USC00281335,28.7,31.3,39.3,50.2,60,69.5,74.4,72.8,65.2,53.2,43.7,33.7,40.7436,-74.3539,NJ CANOE BROOK
USC00281351,35.1,36.8,43.3,52.3,61.5,71,76.1,75.1,69.2,58.5,49,39.4,38.9536,-74.9358,NJ CAPE MAY 2 NW
USC00281582,27.2,29.8,37.8,48.8,58.7,67.6,72.1,70.5,63.2,52,42.7,32.6,41.0347,-74.4233,NJ CHARLOTTEBURG RESERVE
USC00281592,28.4,31.2,38.9,50.5,60.4,69.5,74.3,73.1,65.3,53.5,43.4,32.8,40.7439,-74.4158,NJ CHATHAM 2 W
USC00282023,31,33.9,41,51.3,60.7,70.1,74.9,73.5,66,54.4,45.3,35.4,40.6669,-74.3231,NJ CRANFORD
USC00282768,28.7,31.7,39.4,50.4,60,69,73.9,72.3,64.6,53.1,44,33.9,40.8314,-74.2858,NJ ESSEX FELLS SERVICE BLDG
USC00282805,31.8,34.6,42.2,51.8,61.3,70.4,75.2,73.9,66.3,54.8,46.1,36.2,39.3831,-74.8289,NJ ESTELL MANOR
USC00283029,28.3,31.1,39.2,50,59.8,68.8,73.8,72.1,64.6,52.8,43.3,33.2,40.5631,-74.8831,NJ FLEMINGTON 5 NNW
USC00283181,31.2,33.8,41.1,51.9,60.9,70.4,75.6,73.8,66.4,54.8,46.3,36.1,40.3142,-74.2511,NJ FREEHOLD-MARLBORO
USC00283291,31.1,33.5,41.1,51.1,60.9,70.4,75.2,73.6,66.5,54.5,45.1,35.5,39.7358,-75.0953,NJ GLASSBORO 2 NE
USC00283662,32.1,34.2,41.7,52.2,61.6,71.7,76.4,74.5,66.7,55.3,46,36.1,39.6442,-74.8072,NJ HAMMONTON 1 NE
USC00283704,31.2,34,42.2,52.8,62.9,72.5,77.2,76.1,68.2,56.6,46.7,36.4,40.7514,-74.1567,NJ HARRISON
USC00283935,23,25.7,34,45.8,56.6,64.8,69.5,68.1,60.5,49.7,38.8,28.4,41.3061,-74.6714,NJ HIGH POINT PARK
USC00283951,30.8,33.3,40.9,51.1,60.7,70,74.7,73,65.7,54.3,45.3,35.5,40.265,-74.5642,NJ HIGHTSTOWN 2 W
USC00284229,31.7,34.2,41.8,52.1,61.5,70.4,74.9,73.3,66.1,55,45.6,35.9,39.8144,-74.7883,NJ INDIAN MILLS 2 W
USC00284635,29.1,31.6,39.6,49.9,60,69.4,74,72.2,65,53.5,43.5,33.8,40.3667,-74.9472,NJ LAMBERTVILLE
USC00284887,28.6,31.3,39.8,50.8,60.6,70.3,75.1,73.4,65.3,53.2,44.1,33.9,40.8858,-74.2261,NJ LITTLE FALLS
USC00284987,32.5,34.7,41.1,50,59.3,69.2,74.4,73.2,66.9,56,47.2,37.8,40.2797,-74.0047,NJ LONG BRANCH OAKHURST
USC00285003,26.3,29,36.4,47.3,56.7,65.5,69.8,68.2,60.9,49.5,41.2,31.3,40.7875,-74.7789,NJ LONG VALLEY
USC00285728,32.9,35.7,43.7,53.6,62.9,72.2,76.5,74.5,67.4,56.3,46.5,36.9,39.9511,-74.9697,NJ MOORESTOWN
USC00286055,30.5,33,40.5,50.9,60.7,70.4,75.2,73.7,66.2,54.4,45.4,35.6,40.4719,-74.4364,NJ NEW BRUNSWICK 3 SE
USC00286177,26.5,29.3,37.8,48.9,59.1,67.8,72.4,70.8,62.9,51.3,42,31.9,41.0553,-74.7592,NJ NEWTON
USC00286843,33.1,35.3,43,52.9,62.1,71.2,75.5,74.2,67.5,56,47,37.2,39.9708,-74.6828,NJ PEMBERTON
USC00286979,28.1,30.4,38.4,50.2,60,69.7,74.3,72.1,64.8,52.5,43.5,32.9,40.6972,-75.2042,NJ PHILLIPSBURG-EASTN BR
USC00287079,31.1,34.1,42.1,52.5,62.1,71.3,76.1,74.4,67,55.1,45.5,35.6,40.6036,-74.4025,NJ PLAINFIELD
USC00287865,32.5,33.9,41,50.5,60.6,70.5,75.4,75.3,68.7,57.2,47.8,37.9,40.4633,-74.0056,NJ SANDY HOOK
USC00287936,33.1,35.8,43.1,53.2,62.8,72.3,77.1,75.4,68.6,56.9,47.7,37.6,39.4872,-75.22,NJ SEABROOK FARMS
USC00288194,27.9,30.4,38.2,48.8,58.8,68,72.9,71.3,63.8,51.8,42.5,32.7,40.6153,-74.6531,NJ SOMERVILLE 4 NW
USC00288644,25,27.9,36.3,47.5,57.6,66.4,71.1,69.4,61.6,50.3,40.9,30.2,41.2214,-74.66,NJ SUSSEX 2 NW
USC00288648,25.4,28.2,36.5,48.2,58,66.7,71.3,69.8,62.1,51,41.2,30.4,41.325,-74.6447,NJ SUSSEX 8 NNW
USC00288816,31.6,34,40.5,50.2,60,69.2,74.5,72.8,65.7,54.6,45.5,36.1,39.95,-74.2167,NJ TOMS RIVER
